,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000022
BGR1001,7.284263192083574,7.106812051183593,7.142549081111068,7.135351971520451,7.136801403288129,7.136509501042831,7.136568287473977,7.136556448426685,7.136558832702071,7.1365583525309075
BGR1002,11.87395555736253,11.873955565880872,11.873955566462747,11.873955566502495,11.87395556650521,11.873955566505394,11.873955566505407,11.873955566505407,11.873955566505407,11.873955566505407
BGR1003,18.864024847308094,19.4373330203042,19.975566595024507,20.48087141117993,20.955262027489123,21.40062975335896,21.818750189192347,22.21129030538522,22.579815088235385,22.925793779259237
BGR1004,6.851737684737248,6.848119079865978,6.847939531202773,6.847930622321144,6.847930180278466,6.847930158345103,6.847930157256809,6.84793015720281,6.84793015720013,6.847930157199997
BGR1005,7.046541306543505,8.206560329325624,7.555394176534904,7.920920387926964,7.71573556583199,7.8309142039324175,7.766259720529504,7.802552928133268,7.782180065358054,7.793616187019967
BGR1007,11.609277382921285,12.110003715899976,11.950067421585876,12.001152448584076,11.984835451903624,11.990047240882012,11.988382550688884,11.988914267043976,11.98874443227025,11.988798678956647
BGR1008,9.462531517449307,9.46182658800193,9.462115407348545,9.461997074066698,9.462045556849299,9.462025692782554,9.462033831365499,9.462030496875476,9.462031863062167,9.46203130331658
BGR1009,5.99457881413867,5.993912572004192,5.994060029413412,5.994027393099363,5.994034616398622,5.994033017687073,5.994033371525191,5.994033293211243,5.994033310544238,5.994033306707977
BGR1010,9.430213455149342,10.016925152939738,9.684106633011002,9.872901517491261,9.765805589014846,9.826556906127067,9.79209506819004,9.811643916354173,9.800554622009436,9.806845143478105
BGR1011,11.92375036355452,11.923750363792264,11.923750363780455,11.923750363781041,11.923750363781012,11.923750363781014,11.923750363781014,11.923750363781014,11.923750363781014,11.923750363781014
BGR1012,9.949111041160318,10.329658718015262,10.079594997600985,10.243915707122135,10.13593804633711,10.206891824850981,10.160267007747203,10.19090489082394,10.170772267518748,10.184001723357246
BGR1013,21.23921741221734,22.556673701476296,22.11220985498439,22.262156469873222,22.21156970675608,22.228635917984437,22.222878372971795,22.224820768042914,22.224165471626815,22.22438654580443
BGR1014,9.237179158889132,9.237179188497729,9.237179192269615,9.237179192750121,9.237179192811334,9.237179192819132,9.237179192820125,9.237179192820252,9.237179192820268,9.23717919282027
BGR1015,15.026049034704853,17.86850853671079,15.689317093446764,17.36000944387211,16.079161476889897,17.061132522669087,16.308297557391693,16.88546374511212,16.442975253461114,16.78221214815326
BGR1016,8.297140536283756,9.406757084375894,8.732745865455662,9.142158580155565,8.893470181130889,9.044530266929128,8.952772269327049,9.008508568425864,8.974652827036385,8.995217723586103
BGR1017,15.177905598980928,12.517580907795395,14.347469353558452,13.088791518092837,13.95456554773964,13.35904805367526,13.768671204281196,13.486914367270135,13.68071912436222,13.547411680007118
BGR1018,7.009247624354951,6.733053887753493,6.7993982686620695,6.783461712922959,6.787289826251437,6.7863702767643606,6.786591161358579,6.786538102763421,6.786550847946172,6.7865477864312025
BGR1019,7.336610562203759,7.300721989824442,7.315868307078998,7.3094759957897395,7.312173789777019,7.311035220006484,7.311515738952145,7.311312942019437,7.311398529895393,7.311362408616768
BGR1021,8.206287299418296,8.202473902174052,8.203265406865642,8.203101122990482,8.203135221577545,8.203128144110943,8.203129613102412,8.203129308200099,8.2031293714853,8.20312935834989
BGR1022,11.791982384475805,10.320713060866137,11.55047743727709,10.522575613171197,11.38175008615751,10.66360681826964,11.263868778358024,10.762138222853592,11.18151104183036,10.830977155928792
BGR1023,8.558119226291284,8.67854345224311,8.631411722956383,8.649858176632955,8.642638588928634,8.64546419690371,8.64435830820815,8.644791131804967,8.644621732961562,8.64468803241556
BGR1024,10.166681219737177,10.171945177154054,10.170425109472642,10.170864057885991,10.170737303194777,10.17077390601929,10.170763336258522,10.170766388477693,10.170765507091437,10.170765761608457
BGR1025,10.420302825034694,10.420298200210766,10.420298699849525,10.420298645871494,10.420298651702963,10.420298651072965,10.420298651141026,10.420298651133674,10.420298651134468,10.420298651134383
BGR1026,13.881428219691605,13.888492391983112,13.88605246082551,13.88689520132053,13.886604122803936,13.886704659924582,13.886669934886314,13.886681928747636,13.886677786125581,13.886679216967329
BGR1027,7.254518642252012,6.849125341293949,7.12040661379961,6.938870489156287,7.060350915158891,6.979058588737529,7.033457824502932,6.9970549193071685,7.021415031872105,7.005113720727151
BGR1028,10.909760220991126,11.055285911579366,10.964663722841944,11.021096240415748,10.985954416055876,11.007838036926149,10.994210603771577,11.002696719277013,10.997412220314166,11.000702999148185
BGR1029,6.533832585262988,5.957141802653201,6.147921056582664,6.084807990053022,6.10568688062803,6.098779783641412,6.101064770413633,6.100308857392672,6.100558926453116,6.100476199296343
BGR1031,11.975877393739925,15.487359208566016,13.041752672012562,14.745019739032584,13.55876240031796,14.384943156643097,13.809541327844647,14.210285671076848,13.931183275855123,14.125566923020836
BGR1032,9.65700491396203,8.55476777992159,9.112887813288042,8.830282589761305,8.973380324280644,8.900922492931926,8.937611664436943,8.919034027200658,8.92844085191557,8.923677686928999
BGR1033,9.00241758870024,13.004044488935634,9.019275121192805,12.987257971659837,9.035990922415492,12.970612588586889,9.052566183987112,12.954107153117873,9.069002087507835,12.937740488630313
BGR1034,5.9814781746031755,5.9814781746031755,5.9814781746031755,5.9814781746031755,5.9814781746031755,5.9814781746031755,5.9814781746031755,5.9814781746031755,5.9814781746031755,5.9814781746031755
BGR1035,15.620427424952638,15.7625899519684,15.74413142065065,15.746528095678595,15.746216908884223,15.746257313703342,15.746252067499334,15.746252748671955,15.746252660227789,15.746252671711472
BGR1036,8.015961296067946,8.773809304355707,8.311379203676532,8.593548709534696,8.421372136428182,8.52643229250899,8.462325798828834,8.501442840771954,8.477574073623119,8.492138519626826
BGR1037,8.16711808720268,8.238113073960838,8.224715721789096,8.227243915023713,8.22676682365897,8.226856854819244,8.22683986518074,8.226843071268672,8.226842466252865,8.226842580424446
BGR1038,13.624122963675172,12.622339639188286,12.945376868207385,12.841209580949148,12.87479959089224,12.863968083250308,12.86746083475577,12.866334554510933,12.866697737287586,12.866580624579749
BGR1039,12.779926145224598,12.994990553123602,13.070829145832914,13.097572260606372,13.107002738707774,13.11032822708018,13.11150090070246,13.111914422949539,13.112060244127385,13.112111665341258
BGR1041,8.779675291772188,9.06434704551562,8.96169088324322,8.998709967553197,8.985360426981899,8.99017443674974,8.988438445168525,8.98906446524646,8.988838714648232,8.98892012311163
BGR1042,11.202075269597627,11.119886264348306,11.168943181274052,11.13966212243949,11.15713938069791,11.14670756680903,11.152934100708293,11.14921761143695,11.151435906997124,11.150111852268854
BGR1043,4.927571782458057,4.549508642320141,4.636387944200882,4.616422990483015,4.62101095756295,4.619956637967522,4.620198921704509,4.6201432446503565,4.620156039295171,4.6201530990725175
BGR1044,13.999816523566253,14.041230719665615,14.020533684078828,14.030877173085663,14.025707941753673,14.028291301444582,14.027000249281503,14.027645461674362,14.027323012246056,14.027484158614238
BGR1045,10.146627984260066,10.25614336334749,10.203044185844814,10.228789635250692,10.216306802252436,10.22235917745886,10.219424647641434,10.220847471732085,10.220157607079521,10.22049209202533
BGR1046,13.669872239090921,13.668324963889093,13.668489002869281,13.66847161178915,13.668473455556208,13.668473260083763,13.668473280807355,13.668473278610282,13.668473278843212,13.668473278818517
BGR1047,12.324411053072925,12.35179869098451,12.349536889209794,12.349723679588893,12.349708253548418,12.349709527504421,12.349709422295058,12.349709430983749,12.349709430266195,12.349709430325454
BGR1048,8.10539965712403,7.864828866180904,7.926236882897638,7.910561893833923,7.914563086109534,7.913541743156034,7.913802450804357,7.913735902660405,7.913752889716565,7.913748553606497
BGR1049,6.664421328299822,6.352972343610927,6.569220834553082,6.419072938320667,6.523325183711136,6.4509396828704775,6.501199134955448,6.466302470643599,6.490532284729814,6.473708788781716
BGR1050,9.896202096384922,9.200663741087691,9.770067200928349,9.303924251931726,9.685532837450463,9.373128428341476,9.62887874040028,9.419508385145924,9.590909723062008,9.450591774975551
BGR1051,8.499142133019548,8.489080617026955,8.49004015248867,8.489948644578433,8.489957371402996,8.489956539152901,8.489956618522003,8.489956610952818,8.489956611674668,8.489956611605827
BGR1052,10.33683089835342,10.330836237224373,10.331418524679226,10.331361964571359,10.33136745850013,10.331366924850983,10.33136697668664,10.331366971651617,10.33136697214069,10.331366972093186
BGR1053,9.723361205943977,10.165905972385838,9.855943982928997,10.073043906357116,9.920985336739959,10.027488407901433,9.952892782048945,10.005140171120832,9.968545670657395,9.994176759367415
BGR1054,7.805592940793369,7.730993197525943,7.776571566506619,7.7487244503109025,7.765738264051068,7.75534329690436,7.761694332811497,7.757814026455115,7.760184785751635,7.758736317737559
BGR1055,11.295931637040287,11.293768705448315,11.294466227434572,11.294241284157069,11.294313825925057,11.294290431991435,11.294297976281374,11.29429554332967,11.294296327930214,11.294296074905045
BGR1057,7.519916527574395,8.01292466002354,7.686471000478135,7.902637803449849,7.7594993047971395,7.8542808786321965,7.791519659091626,7.833078060359307,7.805559463229288,7.823781366981712
BGR1058,24.256781300534616,7.8524292427509295,21.096224507551167,10.404054990699041,19.036209648129578,12.067175542155422,17.693515465111307,13.151178543340382,16.818362715185366,13.857719332310253
BGR1059,13.522306070942744,13.522502249526724,13.522431950825924,13.522457141686383,13.52244811478484,13.522451349487822,13.52245019036325,13.522450605724345,13.522450456883709,13.522450510219313
