devId,_month,BMS_PCB_board_surface_temperature,Battery_control,Battery_status,Cell_series_numbe_23_series,Internal_temperature_of_battery,Location_type,Mileage,Number_of_cycles,SOC,Speed_information,Surface_temperature_in_the_middle_of_cells,Total_charged_capacity,Total_current,Total_discharged_capacity,Total_voltage,alarmDesc,alarmFlag,times_100_of_battery_capacity,Maximum_Charge_Current,Nominal_Capacity,Total_charge_protect_voltage,total_cell_voltage
BGU9010,9,32.0406306852638,0.0,0.0,24.0,17.557459811345822,1.0,5327.065549161872,4215.846214201648,61.903127106778,8.256085118787349,121226258533.05896,3201.6819484240687,630.9537289840495,3206.5464025026067,7007.011214953271,0.0,0.0,1887.1245041196216,77.14467026964871,66.34347719787726,8223.531739018897,4432823160.560842
BGU9011,8,27.789473684210527,4.0,0.0,24.0,25.73684210526316,5.0,5989.0,108.0,74.21428571428571,0.0,26.38888888888889,3139.0,0.0,3152.0,7992.555555555556,0.0,0.0,2081.7,40.0,29.0,8328.0,1730.0887445887445
BGU9011,9,33.06842923794712,0.0,0.0,24.0,18.25649220934878,1.0,5041.814376941664,4492.546078011144,66.3971086670817,5.994347269624574,132306425904.82307,3349.7845752392,690.311358712473,3356.431640058055,6974.619622407923,0.0,0.0,2031.2675469075748,84.07979779743636,73.28725325976286,8211.361584216344,4753548794.171351
BGU9012,8,23.379310344827587,4.0,0.0,24.0,22.689655172413797,5.0,9210.0,142.0,61.0,0.0,21.86206896551724,4129.0,0.0,4134.833333333333,7910.724137931034,0.0,0.0,1701.5625,40.0,29.0,8328.0,2564.493123772102
BGU9012,9,31.576248493774266,0.0,0.0,24.0,19.37591411233857,1.0,7791.783309625415,4398.624231782265,62.26135411969336,7.63326387573404,130637974054.1971,3944.959189665296,658.2312827849308,3951.907941176471,6966.746936176985,0.0,0.0,1867.8763687742849,93.78991471883609,82.84940256139424,8215.693863877768,4793052664.557218
BGU9013,8,30.33333333333333,4.0,2.0,24.0,29.791666666666668,5.0,7954.0,130.0,80.0,0.0,30.565217391304348,3775.0,0.0,3792.0,7998.782608695652,0.0,0.0,2246.0,40.0,29.0,8328.0,2982.133333333333
BGU9013,9,32.10525632706035,0.0,0.0,24.0,18.84033029117775,5.0,6464.3504561154905,4419.960008646779,61.80215475024486,5.174127175221626,120454524453.90154,3730.089057043074,656.9481721425266,3735.42332361516,7011.839346284305,0.0,0.0,1861.1384885764496,87.62777724033407,76.9017662714735,8217.643933221503,4351310450.60496
BGU9014,8,31.07692307692308,4.0,2.0,24.0,29.743589743589745,5.0,8967.0,159.0,25.80263157894737,0.0,29.72972972972973,4632.0,0.0,4618.0,7881.972972972973,0.0,0.0,723.421052631579,40.0,29.0,8328.0,2753.060661764706
BGU9014,9,30.406593406593405,2.0,0.0,100.0,11.150492264416314,5.0,3534.5624404194477,7134.44105409154,48.18034993270525,4.559748427672956,363968734936.5994,3591.73774509804,1794.2861952861954,3601.3832923832924,5383.02861952862,3328.0,3328.0,1557.5,275.37642585551333,264.4223988938818,7789.205710577547,18938490972.772808
BGU9015,8,41.888888888888886,4.0,0.0,24.0,37.66666666666666,5.0,1819.0,44.0,100.0,0.0,37.66666666666666,1276.0,0.0,1305.0,8082.148148148148,0.0,0.0,2923.733333333333,40.0,29.0,8328.0,2189.6383363471973
BGU9015,9,31.10719168717528,4.0,0.0,24.0,20.746530117234872,5.0,1813.5223909283104,4094.9543206969615,77.5757065456143,4.567792634295097,94364774237.76874,2159.396944184596,582.9393697008479,2170.036482694107,7129.129836904382,0.0,0.0,2351.734280639432,54.67052190255891,43.954389855841086,8235.623649230181,3088440969.053592
